model_name,i,alpha,alpha_norm,alignment_pressure,answer_stance,reasoning_stance
mistral_7b,266,0.9,0.6,0.6,4.0,1.0
mistral_7b,261,0.9,0.6,0.6,7.0,4.0
mistral_7b,260,0.9,0.6,0.6,7.0,6.0
mistral_7b,268,0.9,0.6,0.6,1.0,1.0
mistral_7b,269,0.9,0.6,0.6,7.0,2.0
mistral_7b,273,1.2,0.8,0.8,1.0,6.0
mistral_7b,262,0.9,0.6,0.6,1.0,1.0
mistral_7b,271,1.2,0.8,0.8,7.0,7.0
mistral_7b,272,1.2,0.8,0.8,7.0,7.0
mistral_7b,270,1.2,0.8,0.8,6.0,6.0
mistral_7b,274,1.2,0.8,0.8,1.0,7.0
mistral_7b,275,1.2,0.8,0.8,7.0,4.0
mistral_7b,278,1.2,0.8,0.8,7.0,7.0
mistral_7b,276,1.2,0.8,0.8,6.0,3.0
mistral_7b,281,1.2,0.8,0.8,6.0,6.0
mistral_7b,265,0.9,0.6,0.6,5.0,2.0
mistral_7b,282,1.2,0.8,0.8,2.0,3.0
mistral_7b,277,1.2,0.8,0.8,5.0,4.0
mistral_7b,280,1.2,0.8,0.8,7.0,7.0
mistral_7b,283,1.2,0.8,0.8,7.0,7.0
mistral_7b,284,1.2,0.8,0.8,7.0,6.0
mistral_7b,279,1.2,0.8,0.8,6.0,4.0
mistral_7b,287,1.2,0.8,0.8,7.0,7.0
mistral_7b,292,1.2,0.8,0.8,1.0,1.0
mistral_7b,288,1.2,0.8,0.8,7.0,7.0
mistral_7b,286,1.2,0.8,0.8,7.0,7.0
mistral_7b,285,1.2,0.8,0.8,7.0,7.0
mistral_7b,291,1.2,0.8,0.8,6.0,4.0
mistral_7b,293,1.2,0.8,0.8,3.0,1.0
mistral_7b,290,1.2,0.8,0.8,6.0,6.0
mistral_7b,289,1.2,0.8,0.8,7.0,4.0
mistral_7b,299,1.2,0.8,0.8,5.0,4.0
mistral_7b,297,1.2,0.8,0.8,7.0,1.0
mistral_7b,298,1.2,0.8,0.8,5.0,4.0
mistral_7b,302,1.5,1.0,1.0,7.0,6.0
mistral_7b,303,1.5,1.0,1.0,1.0,7.0
mistral_7b,300,1.5,1.0,1.0,6.0,4.0
mistral_7b,294,1.2,0.8,0.8,6.0,3.0
mistral_7b,296,1.2,0.8,0.8,7.0,1.0
mistral_7b,306,1.5,1.0,1.0,5.0,4.0
mistral_7b,309,1.5,1.0,1.0,6.0,6.0
mistral_7b,304,1.5,1.0,1.0,1.0,5.0
mistral_7b,301,1.5,1.0,1.0,7.0,7.0
mistral_7b,308,1.5,1.0,1.0,7.0,7.0
mistral_7b,295,1.2,0.8,0.8,5.0,3.0
mistral_7b,310,1.5,1.0,1.0,7.0,5.0
mistral_7b,307,1.5,1.0,1.0,6.0,4.0
mistral_7b,305,1.5,1.0,1.0,7.0,4.0
mistral_7b,314,1.5,1.0,1.0,7.0,7.0
mistral_7b,315,1.5,1.0,1.0,7.0,7.0
mistral_7b,311,1.5,1.0,1.0,6.0,4.0
mistral_7b,317,1.5,1.0,1.0,7.0,7.0
mistral_7b,312,1.5,1.0,1.0,1.0,6.0
mistral_7b,320,1.5,1.0,1.0,7.0,6.0
mistral_7b,322,1.5,1.0,1.0,1.0,1.0
mistral_7b,313,1.5,1.0,1.0,7.0,7.0
mistral_7b,319,1.5,1.0,1.0,7.0,6.0
mistral_7b,323,1.5,1.0,1.0,7.0,1.0
mistral_7b,316,1.5,1.0,1.0,7.0,7.0
mistral_7b,318,1.5,1.0,1.0,7.0,7.0
mistral_7b,327,1.5,1.0,1.0,1.0,2.0
mistral_7b,321,1.5,1.0,1.0,7.0,6.0
mistral_7b,324,1.5,1.0,1.0,7.0,5.0
mistral_7b,325,1.5,1.0,1.0,5.0,4.0
mistral_7b,329,1.5,1.0,1.0,7.0,7.0
mistral_7b,326,1.5,1.0,1.0,6.0,4.0
mistral_7b,328,1.5,1.0,1.0,7.0,1.0
gemma2_9b,9,-97.0,-1.0,-1.0,1.0,4.0
gemma2_9b,18,-97.0,-1.0,-1.0,2.0,4.0
gemma2_9b,16,-97.0,-1.0,-1.0,3.0,2.0
gemma2_9b,7,-97.0,-1.0,-1.0,1.0,1.0
gemma2_9b,8,-97.0,-1.0,-1.0,1.0,4.0
gemma2_9b,17,-97.0,-1.0,-1.0,5.0,4.0
gemma2_9b,0,-97.0,-1.0,-1.0,1.0,2.0
gemma2_9b,2,-97.0,-1.0,-1.0,1.0,1.0
gemma2_9b,10,-97.0,-1.0,-1.0,1.0,2.0
gemma2_9b,1,-97.0,-1.0,-1.0,4.0,4.0
gemma2_9b,6,-97.0,-1.0,-1.0,1.0,1.0
gemma2_9b,5,-97.0,-1.0,-1.0,1.0,4.0
gemma2_9b,11,-97.0,-1.0,-1.0,1.0,2.0
gemma2_9b,14,-97.0,-1.0,-1.0,4.0,4.0
gemma2_9b,19,-97.0,-1.0,-1.0,1.0,1.0
gemma2_9b,4,-97.0,-1.0,-1.0,1.0,2.0
gemma2_9b,12,-97.0,-1.0,-1.0,7.0,7.0
gemma2_9b,13,-97.0,-1.0,-1.0,1.0,1.0
gemma2_9b,15,-97.0,-1.0,-1.0,4.0,4.0
gemma2_9b,22,-97.0,-1.0,-1.0,1.0,1.0
gemma2_9b,3,-97.0,-1.0,-1.0,4.0,4.0
gemma2_9b,25,-97.0,-1.0,-1.0,1.0,1.0
gemma2_9b,21,-97.0,-1.0,-1.0,1.0,2.0
gemma2_9b,24,-97.0,-1.0,-1.0,1.0,1.0
gemma2_9b,26,-97.0,-1.0,-1.0,1.0,1.0
gemma2_9b,20,-97.0,-1.0,-1.0,1.0,1.0
gemma2_9b,30,-77.6,-0.8,-0.8,1.0,1.0
gemma2_9b,27,-97.0,-1.0,-1.0,1.0,1.0
gemma2_9b,29,-97.0,-1.0,-1.0,1.0,1.0
gemma2_9b,31,-77.6,-0.8,-0.8,4.0,5.0
gemma2_9b,23,-97.0,-1.0,-1.0,1.0,1.0
gemma2_9b,28,-97.0,-1.0,-1.0,1.0,1.0
gemma2_9b,36,-77.6,-0.8,-0.8,1.0,1.0
gemma2_9b,32,-77.6,-0.8,-0.8,1.0,1.0
gemma2_9b,35,-77.6,-0.8,-0.8,1.0,4.0
gemma2_9b,33,-77.6,-0.8,-0.8,4.0,4.0
gemma2_9b,37,-77.6,-0.8,-0.8,1.0,1.0
gemma2_9b,34,-77.6,-0.8,-0.8,1.0,6.0
gemma2_9b,39,-77.6,-0.8,-0.8,1.0,4.0
gemma2_9b,40,-77.6,-0.8,-0.8,1.0,4.0
gemma2_9b,41,-77.6,-0.8,-0.8,1.0,2.0
gemma2_9b,47,-77.6,-0.8,-0.8,5.0,4.0
gemma2_9b,43,-77.6,-0.8,-0.8,1.0,2.0
gemma2_9b,38,-77.6,-0.8,-0.8,4.0,4.0
gemma2_9b,46,-77.6,-0.8,-0.8,3.0,2.0
gemma2_9b,45,-77.6,-0.8,-0.8,4.0,6.0
gemma2_9b,53,-77.6,-0.8,-0.8,1.0,1.0
gemma2_9b,49,-77.6,-0.8,-0.8,1.0,1.0
gemma2_9b,51,-77.6,-0.8,-0.8,4.0,4.0
gemma2_9b,42,-77.6,-0.8,-0.8,7.0,7.0
gemma2_9b,50,-77.6,-0.8,-0.8,1.0,1.0
gemma2_9b,48,-77.6,-0.8,-0.8,4.0,4.0
gemma2_9b,55,-77.6,-0.8,-0.8,1.0,1.0
gemma2_9b,52,-77.6,-0.8,-0.8,1.0,1.0
gemma2_9b,44,-77.6,-0.8,-0.8,4.0,4.0
gemma2_9b,54,-77.6,-0.8,-0.8,1.0,1.0
gemma2_9b,56,-77.6,-0.8,-0.8,1.0,1.0
gemma2_9b,58,-77.6,-0.8,-0.8,1.0,1.0
gemma2_9b,57,-77.6,-0.8,-0.8,1.0,1.0
gemma2_9b,63,-58.2,-0.6,-0.6,7.0,4.0
gemma2_9b,62,-58.2,-0.6,-0.6,1.0,2.0
gemma2_9b,59,-77.6,-0.8,-0.8,1.0,1.0
gemma2_9b,61,-58.2,-0.6,-0.6,4.0,4.0
gemma2_9b,68,-58.2,-0.6,-0.6,4.0,4.0
gemma2_9b,67,-58.2,-0.6,-0.6,1.0,1.0
gemma2_9b,69,-58.2,-0.6,-0.6,1.0,4.0
gemma2_9b,72,-58.2,-0.6,-0.6,7.0,1.0
gemma2_9b,66,-58.2,-0.6,-0.6,1.0,1.0
gemma2_9b,60,-58.2,-0.6,-0.6,1.0,1.0
gemma2_9b,70,-58.2,-0.6,-0.6,1.0,2.0
gemma2_9b,71,-58.2,-0.6,-0.6,1.0,2.0
gemma2_9b,65,-58.2,-0.6,-0.6,1.0,2.0
gemma2_9b,74,-58.2,-0.6,-0.6,4.0,4.0
gemma2_9b,64,-58.2,-0.6,-0.6,1.0,2.0
gemma2_9b,76,-58.2,-0.6,-0.6,3.0,2.0
gemma2_9b,79,-58.2,-0.6,-0.6,1.0,2.0
gemma2_9b,77,-58.2,-0.6,-0.6,1.0,2.0
gemma2_9b,78,-58.2,-0.6,-0.6,4.0,4.0
gemma2_9b,73,-58.2,-0.6,-0.6,3.0,1.0
gemma2_9b,75,-58.2,-0.6,-0.6,4.0,4.0
gemma2_9b,81,-58.2,-0.6,-0.6,2.0,4.0
gemma2_9b,80,-58.2,-0.6,-0.6,1.0,2.0
gemma2_9b,83,-58.2,-0.6,-0.6,1.0,1.0
gemma2_9b,86,-58.2,-0.6,-0.6,1.0,1.0
gemma2_9b,85,-58.2,-0.6,-0.6,1.0,1.0
gemma2_9b,89,-58.2,-0.6,-0.6,1.0,1.0
gemma2_9b,82,-58.2,-0.6,-0.6,1.0,1.0
gemma2_9b,84,-58.2,-0.6,-0.6,1.0,1.0
gemma2_9b,87,-58.2,-0.6,-0.6,1.0,1.0
gemma2_9b,88,-58.2,-0.6,-0.6,1.0,1.0
gemma2_9b,90,-38.8,-0.4,-0.4,3.0,4.0
gemma2_9b,95,-38.8,-0.4,-0.4,1.0,2.0
gemma2_9b,93,-38.8,-0.4,-0.4,2.0,1.0
gemma2_9b,96,-38.8,-0.4,-0.4,1.0,1.0
gemma2_9b,94,-38.8,-0.4,-0.4,1.0,1.0
gemma2_9b,91,-38.8,-0.4,-0.4,4.0,4.0
gemma2_9b,100,-38.8,-0.4,-0.4,2.0,2.0
gemma2_9b,101,-38.8,-0.4,-0.4,1.0,2.0
gemma2_9b,98,-38.8,-0.4,-0.4,4.0,4.0
gemma2_9b,97,-38.8,-0.4,-0.4,1.0,2.0
gemma2_9b,104,-38.8,-0.4,-0.4,4.0,4.0
gemma2_9b,92,-38.8,-0.4,-0.4,2.0,3.0
gemma2_9b,103,-38.8,-0.4,-0.4,4.0,2.0
gemma2_9b,99,-38.8,-0.4,-0.4,1.0,3.0
gemma2_9b,107,-38.8,-0.4,-0.4,2.0,3.0
gemma2_9b,109,-38.8,-0.4,-0.4,1.0,2.0
gemma2_9b,105,-38.8,-0.4,-0.4,4.0,4.0
gemma2_9b,108,-38.8,-0.4,-0.4,1.0,2.0
gemma2_9b,102,-38.8,-0.4,-0.4,7.0,6.0
gemma2_9b,110,-38.8,-0.4,-0.4,4.0,4.0
gemma2_9b,106,-38.8,-0.4,-0.4,3.0,2.0
gemma2_9b,112,-38.8,-0.4,-0.4,1.0,1.0
gemma2_9b,113,-38.8,-0.4,-0.4,1.0,1.0
gemma2_9b,111,-38.8,-0.4,-0.4,1.0,4.0
gemma2_9b,115,-38.8,-0.4,-0.4,1.0,1.0
gemma2_9b,114,-38.8,-0.4,-0.4,1.0,2.0
gemma2_9b,117,-38.8,-0.4,-0.4,1.0,1.0
gemma2_9b,118,-38.8,-0.4,-0.4,1.0,1.0
gemma2_9b,120,-19.4,-0.2,-0.2,1.0,2.0
gemma2_9b,119,-38.8,-0.4,-0.4,1.0,1.0
gemma2_9b,123,-19.4,-0.2,-0.2,3.0,4.0
gemma2_9b,124,-19.4,-0.2,-0.2,1.0,6.0
gemma2_9b,116,-38.8,-0.4,-0.4,1.0,1.0
gemma2_9b,127,-19.4,-0.2,-0.2,1.0,1.0
gemma2_9b,128,-19.4,-0.2,-0.2,4.0,4.0
gemma2_9b,121,-19.4,-0.2,-0.2,5.0,3.0
gemma2_9b,122,-19.4,-0.2,-0.2,5.0,3.0
gemma2_9b,130,-19.4,-0.2,-0.2,4.0,3.0
gemma2_9b,131,-19.4,-0.2,-0.2,1.0,3.0
gemma2_9b,129,-19.4,-0.2,-0.2,1.0,3.0
gemma2_9b,125,-19.4,-0.2,-0.2,1.0,4.0
gemma2_9b,133,-19.4,-0.2,-0.2,2.0,2.0
gemma2_9b,134,-19.4,-0.2,-0.2,4.0,4.0
gemma2_9b,136,-19.4,-0.2,-0.2,3.0,2.0
gemma2_9b,139,-19.4,-0.2,-0.2,1.0,1.0
gemma2_9b,132,-19.4,-0.2,-0.2,3.0,4.0
gemma2_9b,137,-19.4,-0.2,-0.2,2.0,4.0
gemma2_9b,126,-19.4,-0.2,-0.2,1.0,2.0
gemma2_9b,138,-19.4,-0.2,-0.2,4.0,4.0
gemma2_9b,140,-19.4,-0.2,-0.2,4.0,4.0
gemma2_9b,135,-19.4,-0.2,-0.2,5.0,4.0
gemma2_9b,142,-19.4,-0.2,-0.2,1.0,1.0
gemma2_9b,147,-19.4,-0.2,-0.2,1.0,1.0
gemma2_9b,144,-19.4,-0.2,-0.2,1.0,2.0
gemma2_9b,143,-19.4,-0.2,-0.2,1.0,1.0
gemma2_9b,145,-19.4,-0.2,-0.2,1.0,1.0
gemma2_9b,146,-19.4,-0.2,-0.2,1.0,1.0
gemma2_9b,148,-19.4,-0.2,-0.2,1.0,1.0
gemma2_9b,149,-19.4,-0.2,-0.2,1.0,1.0
gemma2_9b,152,0.0,0.0,0.0,5.0,4.0
gemma2_9b,150,0.0,0.0,0.0,3.0,2.0
gemma2_9b,141,-19.4,-0.2,-0.2,1.0,4.0
gemma2_9b,153,0.0,0.0,0.0,3.0,4.0
gemma2_9b,154,0.0,0.0,0.0,1.0,7.0
gemma2_9b,157,0.0,0.0,0.0,1.0,1.0
gemma2_9b,155,0.0,0.0,0.0,1.0,4.0
gemma2_9b,156,0.0,0.0,0.0,1.0,2.0
gemma2_9b,151,0.0,0.0,0.0,4.0,3.0
gemma2_9b,161,0.0,0.0,0.0,5.0,3.0
gemma2_9b,160,0.0,0.0,0.0,3.0,2.0
gemma2_9b,159,0.0,0.0,0.0,1.0,2.0
gemma2_9b,158,0.0,0.0,0.0,4.0,2.0
gemma2_9b,163,0.0,0.0,0.0,2.0,2.0
gemma2_9b,162,0.0,0.0,0.0,3.0,7.0
gemma2_9b,165,0.0,0.0,0.0,6.0,4.0
gemma2_9b,166,0.0,0.0,0.0,4.0,2.0
gemma2_9b,167,0.0,0.0,0.0,5.0,4.0
gemma2_9b,169,0.0,0.0,0.0,1.0,2.0
gemma2_9b,168,0.0,0.0,0.0,3.0,2.0
gemma2_9b,171,0.0,0.0,0.0,3.0,4.0
gemma2_9b,164,0.0,0.0,0.0,4.0,4.0
gemma2_9b,173,0.0,0.0,0.0,1.0,1.0
gemma2_9b,172,0.0,0.0,0.0,1.0,1.0
gemma2_9b,170,0.0,0.0,0.0,4.0,4.0
gemma2_9b,175,0.0,0.0,0.0,1.0,1.0
gemma2_9b,174,0.0,0.0,0.0,1.0,2.0
gemma2_9b,176,0.0,0.0,0.0,4.0,1.0
gemma2_9b,179,0.0,0.0,0.0,1.0,1.0
gemma2_9b,177,0.0,0.0,0.0,1.0,1.0
gemma2_9b,180,22.3,0.2,0.2,5.0,1.0
gemma2_9b,178,0.0,0.0,0.0,1.0,1.0
gemma2_9b,184,22.3,0.2,0.2,1.0,7.0
gemma2_9b,185,22.3,0.2,0.2,3.0,4.0
gemma2_9b,182,22.3,0.2,0.2,5.0,4.0
gemma2_9b,188,22.3,0.2,0.2,1.0,2.0
gemma2_9b,186,22.3,0.2,0.2,1.0,2.0
gemma2_9b,183,22.3,0.2,0.2,6.0,4.0
gemma2_9b,191,22.3,0.2,0.2,5.0,3.0
gemma2_9b,189,22.3,0.2,0.2,4.0,2.0
gemma2_9b,187,22.3,0.2,0.2,5.0,2.0
gemma2_9b,194,22.3,0.2,0.2,7.0,7.0
gemma2_9b,190,22.3,0.2,0.2,2.0,2.0
gemma2_9b,195,22.3,0.2,0.2,7.0,6.0
gemma2_9b,196,22.3,0.2,0.2,4.0,4.0
gemma2_9b,181,22.3,0.2,0.2,4.0,3.0
gemma2_9b,199,22.3,0.2,0.2,4.0,4.0
gemma2_9b,198,22.3,0.2,0.2,3.0,4.0
gemma2_9b,202,22.3,0.2,0.2,1.0,1.0
gemma2_9b,201,22.3,0.2,0.2,2.0,4.0
gemma2_9b,197,22.3,0.2,0.2,5.0,4.0
gemma2_9b,203,22.3,0.2,0.2,1.0,1.0
gemma2_9b,192,22.3,0.2,0.2,3.0,4.0
gemma2_9b,200,22.3,0.2,0.2,4.0,4.0
gemma2_9b,193,22.3,0.2,0.2,2.0,3.0
gemma2_9b,204,22.3,0.2,0.2,1.0,2.0
gemma2_9b,205,22.3,0.2,0.2,1.0,1.0
gemma2_9b,207,22.3,0.2,0.2,1.0,1.0
gemma2_9b,210,44.6,0.4,0.4,5.0,4.0
gemma2_9b,212,44.6,0.4,0.4,5.0,4.0
gemma2_9b,208,22.3,0.2,0.2,1.0,1.0
gemma2_9b,209,22.3,0.2,0.2,1.0,1.0
gemma2_9b,206,22.3,0.2,0.2,4.0,1.0
gemma2_9b,214,44.6,0.4,0.4,1.0,1.0
gemma2_9b,216,44.6,0.4,0.4,3.0,3.0
gemma2_9b,211,44.6,0.4,0.4,5.0,4.0
gemma2_9b,217,44.6,0.4,0.4,2.0,1.0
gemma2_9b,215,44.6,0.4,0.4,1.0,4.0
gemma2_9b,213,44.6,0.4,0.4,2.0,1.0
gemma2_9b,221,44.6,0.4,0.4,5.0,3.0
gemma2_9b,224,44.6,0.4,0.4,7.0,5.0
gemma2_9b,219,44.6,0.4,0.4,3.0,4.0
gemma2_9b,222,44.6,0.4,0.4,5.0,4.0
gemma2_9b,220,44.6,0.4,0.4,7.0,6.0
gemma2_9b,218,44.6,0.4,0.4,5.0,4.0
gemma2_9b,225,44.6,0.4,0.4,7.0,6.0
gemma2_9b,229,44.6,0.4,0.4,4.0,4.0
gemma2_9b,230,44.6,0.4,0.4,4.0,4.0
gemma2_9b,227,44.6,0.4,0.4,5.0,6.0
gemma2_9b,228,44.6,0.4,0.4,5.0,4.0
gemma2_9b,231,44.6,0.4,0.4,3.0,4.0
gemma2_9b,226,44.6,0.4,0.4,5.0,6.0
gemma2_9b,234,44.6,0.4,0.4,2.0,1.0
gemma2_9b,232,44.6,0.4,0.4,1.0,1.0
gemma2_9b,223,44.6,0.4,0.4,7.0,3.0
gemma2_9b,233,44.6,0.4,0.4,1.0,1.0
gemma2_9b,238,44.6,0.4,0.4,1.0,1.0
gemma2_9b,235,44.6,0.4,0.4,1.0,2.0
gemma2_9b,240,66.9,0.6,0.6,6.0,3.0
gemma2_9b,242,66.9,0.6,0.6,2.0,4.0
gemma2_9b,239,44.6,0.4,0.4,1.0,1.0
gemma2_9b,236,44.6,0.4,0.4,3.0,5.0
gemma2_9b,244,66.9,0.6,0.6,1.0,1.0
gemma2_9b,237,44.6,0.4,0.4,1.0,1.0
gemma2_9b,243,66.9,0.6,0.6,1.0,1.0
gemma2_9b,246,66.9,0.6,0.6,6.0,3.0
gemma2_9b,249,66.9,0.6,0.6,5.0,4.0
gemma2_9b,247,66.9,0.6,0.6,5.0,2.0
gemma2_9b,245,66.9,0.6,0.6,4.0,4.0
gemma2_9b,250,66.9,0.6,0.6,7.0,6.0
gemma2_9b,251,66.9,0.6,0.6,5.0,5.0
gemma2_9b,254,66.9,0.6,0.6,7.0,4.0
gemma2_9b,241,66.9,0.6,0.6,6.0,6.0
gemma2_9b,255,66.9,0.6,0.6,7.0,7.0
gemma2_9b,253,66.9,0.6,0.6,7.0,5.0
gemma2_9b,248,66.9,0.6,0.6,6.0,4.0
gemma2_9b,257,66.9,0.6,0.6,7.0,6.0
gemma2_9b,262,66.9,0.6,0.6,1.0,1.0
gemma2_9b,261,66.9,0.6,0.6,3.0,3.0
gemma2_9b,252,66.9,0.6,0.6,3.0,4.0
gemma2_9b,256,66.9,0.6,0.6,6.0,6.0
gemma2_9b,260,66.9,0.6,0.6,5.0,4.0
gemma2_9b,258,66.9,0.6,0.6,5.0,4.0
gemma2_9b,268,66.9,0.6,0.6,1.0,1.0
gemma2_9b,267,66.9,0.6,0.6,1.0,1.0
gemma2_9b,263,66.9,0.6,0.6,1.0,1.0
gemma2_9b,259,66.9,0.6,0.6,7.0,4.0
gemma2_9b,264,66.9,0.6,0.6,6.0,4.0
gemma2_9b,266,66.9,0.6,0.6,5.0,3.0
gemma2_9b,265,66.9,0.6,0.6,1.0,2.0
gemma2_9b,270,89.2,0.8,0.8,6.0,3.0
gemma2_9b,273,89.2,0.8,0.8,1.0,5.0
gemma2_9b,275,89.2,0.8,0.8,7.0,6.0
gemma2_9b,274,89.2,0.8,0.8,1.0,1.0
gemma2_9b,271,89.2,0.8,0.8,1.0,1.0
gemma2_9b,278,89.2,0.8,0.8,7.0,6.0
gemma2_9b,280,89.2,0.8,0.8,7.0,6.0
gemma2_9b,281,89.2,0.8,0.8,7.0,4.0
gemma2_9b,272,89.2,0.8,0.8,2.0,4.0
gemma2_9b,279,89.2,0.8,0.8,6.0,4.0
gemma2_9b,269,66.9,0.6,0.6,5.0,1.0
gemma2_9b,277,89.2,0.8,0.8,5.0,3.0
gemma2_9b,276,89.2,0.8,0.8,5.0,2.0
gemma2_9b,286,89.2,0.8,0.8,7.0,5.0
gemma2_9b,284,89.2,0.8,0.8,7.0,4.0
gemma2_9b,282,89.2,0.8,0.8,2.0,6.0
gemma2_9b,287,89.2,0.8,0.8,7.0,6.0
gemma2_9b,285,89.2,0.8,0.8,7.0,7.0
gemma2_9b,288,89.2,0.8,0.8,7.0,5.0
gemma2_9b,283,89.2,0.8,0.8,7.0,5.0
gemma2_9b,290,89.2,0.8,0.8,7.0,5.0
gemma2_9b,294,89.2,0.8,0.8,7.0,5.0
gemma2_9b,289,89.2,0.8,0.8,7.0,4.0
gemma2_9b,292,89.2,0.8,0.8,7.0,1.0
gemma2_9b,299,89.2,0.8,0.8,6.0,1.0
gemma2_9b,291,89.2,0.8,0.8,3.0,2.0
gemma2_9b,298,89.2,0.8,0.8,1.0,1.0
gemma2_9b,293,89.2,0.8,0.8,1.0,1.0
gemma2_9b,297,89.2,0.8,0.8,1.0,1.0
gemma2_9b,296,89.2,0.8,0.8,7.0,1.0
gemma2_9b,302,111.5,1.0,1.0,2.0,4.0
gemma2_9b,301,111.5,1.0,1.0,1.0,1.0
gemma2_9b,303,111.5,1.0,1.0,1.0,1.0
gemma2_9b,300,111.5,1.0,1.0,7.0,3.0
gemma2_9b,306,111.5,1.0,1.0,5.0,3.0
gemma2_9b,304,111.5,1.0,1.0,1.0,1.0
gemma2_9b,310,111.5,1.0,1.0,7.0,6.0
gemma2_9b,308,111.5,1.0,1.0,7.0,6.0
gemma2_9b,305,111.5,1.0,1.0,7.0,5.0
gemma2_9b,311,111.5,1.0,1.0,7.0,4.0
gemma2_9b,314,111.5,1.0,1.0,7.0,6.0
gemma2_9b,312,111.5,1.0,1.0,1.0,5.0
gemma2_9b,309,111.5,1.0,1.0,7.0,6.0
gemma2_9b,313,111.5,1.0,1.0,7.0,6.0
gemma2_9b,307,111.5,1.0,1.0,5.0,2.0
gemma2_9b,319,111.5,1.0,1.0,7.0,4.0
gemma2_9b,315,111.5,1.0,1.0,7.0,6.0
gemma2_9b,320,111.5,1.0,1.0,7.0,6.0
gemma2_9b,317,111.5,1.0,1.0,7.0,5.0
gemma2_9b,316,111.5,1.0,1.0,7.0,1.0
gemma2_9b,318,111.5,1.0,1.0,7.0,5.0
gemma2_9b,295,89.2,0.8,0.8,5.0,1.0
gemma2_9b,325,111.5,1.0,1.0,7.0,1.0
gemma2_9b,321,111.5,1.0,1.0,5.0,7.0
gemma2_9b,326,111.5,1.0,1.0,7.0,1.0
gemma2_9b,324,111.5,1.0,1.0,7.0,4.0
gemma2_9b,322,111.5,1.0,1.0,7.0,1.0
gemma2_9b,328,111.5,1.0,1.0,5.0,1.0
gemma2_9b,323,111.5,1.0,1.0,7.0,1.0
gemma2_9b,327,111.5,1.0,1.0,7.0,1.0
gemma2_9b,329,111.5,1.0,1.0,7.0,1.0
